Sort_Order,Ticker,Action,Date,Price,Quantity,Reason,RSI,3M Return,6M Return,9M Return,RS,ST Value,ST Dir,Return %,PnL ₹,Holding Days
230,KALYANKJIL.NS,BOUGHT,2024-03-27,402.85,41,Entry,59.11,22.51,74.78,201.73,96.0,361.9,Up,,,
231,COCHINSHIP.NS,BOUGHT,2024-03-20,893.24,18,Entry,55.2,40.11,65.37,219.56,98.0,758.62,Up,,,
232,GVT&D.NS,SOLD,2024-03-20,841.12,18,"Close < ST(15,3) (T-1)",68.23,118.93,179.74,412.38,99.0,831.43,Up,-9.03,-1502.58,13.0
233,ANANDRATHI.NS,SOLD,2024-03-18,1779.61,17,"Close < ST(15,3) (T-1)",67.97,78.74,118.32,136.36,96.0,855.58,Up,88.99,14245.11,145.0
234,WOCKPHARMA.NS,SOLD,2024-03-15,517.4,29,"Close < ST(15,3) (T-1)",57.13,65.31,134.47,235.83,97.0,523.17,Up,-9.76,-1622.62,3.0
235,OFSS.NS,BOUGHT,2024-03-14,8040.0,2,Entry,62.54,90.68,90.95,123.59,96.0,7537.82,Up,,,
236,TRENT.NS,BOUGHT,2024-03-14,3919.5,4,Entry,60.68,36.88,90.76,146.06,96.0,3687.57,Up,,,
237,ACE.NS,SOLD,2024-03-14,1069.58,13,"Close < ST(15,3) (T-1)",56.57,55.21,76.31,159.78,96.0,1236.26,Up,-15.87,-2623.4,1.0
238,SCHNEIDER.NS,SOLD,2024-03-14,580.88,24,"Close < ST(15,3) (T-1)",70.92,99.12,90.91,168.01,97.0,616.6,Up,-15.0,-2460.46,2.0
239,ACE.NS,BOUGHT,2024-03-13,1271.38,13,Entry,56.57,55.21,76.31,159.78,96.0,1236.26,Up,,,
240,ANANTRAJ.NS,SOLD,2024-03-13,317.36,114,"Close < ST(15,3) (T-1)",58.08,37.84,26.78,112.73,98.0,131.87,Up,118.53,19623.13,295.0
241,SCHNEIDER.NS,BOUGHT,2024-03-12,683.4,24,Entry,70.92,99.12,90.91,168.01,97.0,616.6,Up,,,
242,WOCKPHARMA.NS,BOUGHT,2024-03-12,573.35,29,Entry,57.13,65.31,134.47,235.83,97.0,523.17,Up,,,
243,NEULANDLAB.NS,SOLD,2024-03-12,6039.6,2,"Close < ST(15,3) (T-1)",59.77,30.69,68.28,203.35,96.0,5952.62,Up,-8.1,-1064.99,28.0
244,SWANCORP.NS,SOLD,2024-03-12,666.5,23,"Close < ST(15,3) (T-1)",73.11,71.96,172.97,189.82,96.0,618.27,Up,-5.12,-827.87,28.0
245,GVT&D.NS,BOUGHT,2024-03-07,924.6,18,Entry,68.23,118.93,179.74,412.38,99.0,831.43,Up,,,
246,TARIL.NS,BOUGHT,2024-03-07,172.36,96,Entry,56.8,76.0,199.78,313.01,99.0,149.69,Up,,,
247,HSCL.NS,SOLD,2024-03-07,340.24,43,"Close < ST(15,3) (T-1)",62.11,56.8,170.58,266.65,97.0,347.84,Up,-10.19,-1659.56,35.0
248,INOXWIND.NS,SOLD,2024-03-07,118.16,109,"Close < ST(15,3) (T-1)",61.45,113.45,196.61,421.37,99.0,133.44,Up,-22.11,-3655.42,7.0
249,INOXWIND.NS,BOUGHT,2024-02-29,151.69,109,Entry,61.45,113.45,196.61,421.37,99.0,133.44,Up,,,
250,MRPL.NS,SOLD,2024-02-29,230.84,90,"Close < ST(15,3) (T-1)",60.27,62.45,125.96,193.8,96.0,176.73,Up,24.87,4137.32,16.0
251,MRPL.NS,BOUGHT,2024-02-13,184.87,90,Entry,60.27,62.45,125.96,193.8,96.0,176.73,Up,,,
252,NEULANDLAB.NS,BOUGHT,2024-02-13,6572.1,2,Entry,59.77,30.69,68.28,203.35,96.0,5952.62,Up,,,
253,SWANCORP.NS,BOUGHT,2024-02-13,702.49,23,Entry,73.11,71.96,172.97,189.82,96.0,618.27,Up,,,
254,NEWGEN.NS,SOLD,2024-02-13,753.22,23,"Close < ST(15,3) (T-1)",58.84,60.99,114.99,219.25,99.0,650.27,Up,7.84,1259.02,54.0
255,TARIL.NS,SOLD,2024-02-13,145.57,106,"Close < ST(15,3) (T-1)",56.22,76.21,245.05,400.32,99.0,157.09,Up,-7.2,-1196.41,1.0
256,TITAGARH.NS,SOLD,2024-02-13,937.19,48,"Close < ST(15,3) (T-1)",66.97,63.58,110.81,159.66,99.0,307.49,Up,173.71,28549.78,278.0
257,TARIL.NS,BOUGHT,2024-02-12,156.86,106,Entry,56.22,76.21,245.05,400.32,99.0,157.09,Up,,,
258,FACT.NS,SOLD,2024-02-12,759.33,24,"Close < ST(15,3) (T-1)",62.85,38.27,102.78,109.24,99.0,624.63,Up,13.82,2213.17,109.0
259,HSCL.NS,BOUGHT,2024-02-01,378.83,43,Entry,62.11,56.8,170.58,266.65,97.0,347.84,Up,,,
260,KALYANKJIL.NS,SOLD,2024-02-01,356.71,57,"Close < ST(15,3) (T-1)",65.71,65.1,178.71,137.09,98.0,268.88,Up,22.5,3734.0,99.0
261,NEWGEN.NS,BOUGHT,2023-12-21,698.47,23,Entry,58.84,60.99,114.99,219.25,99.0,650.27,Up,,,
262,SUZLON.NS,SOLD,2023-12-21,34.13,606,"Close < ST(15,3) (T-1)",68.86,60.42,282.27,164.22,99.0,23.34,Up,24.16,4024.9,78.0
263,FACT.NS,BOUGHT,2023-10-26,667.12,24,Entry,62.85,38.27,102.78,109.24,99.0,624.63,Up,,,
264,ANANDRATHI.NS,BOUGHT,2023-10-25,941.66,17,Entry,67.97,78.74,118.32,136.36,96.0,855.58,Up,,,
265,KALYANKJIL.NS,BOUGHT,2023-10-25,291.2,57,Entry,65.71,65.1,178.71,137.09,98.0,268.88,Up,,,
266,FORCEMOT.NS,SOLD,2023-10-25,3438.77,4,"Close < ST(15,3) (T-1)",62.03,52.78,212.96,168.39,99.0,3668.43,Up,-14.88,-2405.32,15.0
267,MAZDOCK.NS,SOLD,2023-10-25,963.21,25,"Close < ST(15,3) (T-1)",71.57,96.37,60.48,192.32,99.0,567.59,Up,49.37,7958.79,112.0
268,TARIL.NS,SOLD,2023-10-25,75.07,195,"Close < ST(15,3) (T-1)",61.16,69.49,182.44,199.47,98.0,74.3,Up,-12.14,-2023.59,14.0
269,TARIL.NS,BOUGHT,2023-10-11,85.45,195,Entry,61.16,69.49,182.44,199.47,98.0,74.3,Up,,,
270,APARINDS.NS,SOLD,2023-10-11,5174.0,3,"Close < ST(15,3) (T-1)",64.24,64.12,114.93,200.77,98.0,4536.56,Up,4.73,701.32,28.0
271,FORCEMOT.NS,BOUGHT,2023-10-10,4040.1,4,Entry,62.03,52.78,212.96,168.39,99.0,3668.43,Up,,,
272,IRFC.NS,SOLD,2023-10-10,71.04,214,"Close < ST(15,3) (T-1)",68.58,133.23,185.4,134.65,98.0,72.25,Up,-8.43,-1400.2,19.0
273,SUZLON.NS,BOUGHT,2023-10-04,27.49,606,Entry,68.86,60.42,282.27,164.22,99.0,23.34,Up,,,
274,JBMA.NS,SOLD,2023-10-04,663.64,22,"Close < ST(15,3) (T-1)",56.68,85.78,160.14,249.13,99.0,671.63,Up,-11.84,-1960.31,29.0
275,IRFC.NS,BOUGHT,2023-09-21,77.59,214,Entry,68.58,133.23,185.4,134.65,98.0,72.25,Up,,,
276,USHAMART.NS,SOLD,2023-09-21,329.64,78,"Close < ST(15,3) (T-1)",68.12,58.07,56.13,95.85,99.0,187.05,Up,54.72,9093.51,188.0
277,APARINDS.NS,BOUGHT,2023-09-13,4940.23,3,Entry,64.24,64.12,114.93,200.77,98.0,4536.56,Up,,,
278,SUZLON.NS,SOLD,2023-09-13,22.09,827,"Close < ST(15,3) (T-1)",63.58,144.51,122.78,141.57,98.0,18.0,Up,9.62,1603.35,28.0
279,JBMA.NS,BOUGHT,2023-09-05,752.74,22,Entry,56.68,85.78,160.14,249.13,99.0,671.63,Up,,,
280,NEULANDLAB.NS,SOLD,2023-09-05,3641.7,6,"Close < ST(15,3) (T-1)",67.61,64.84,51.96,139.58,99.0,2590.02,Up,33.96,5538.75,103.0
281,SUZLON.NS,BOUGHT,2023-08-16,20.15,827,Entry,63.58,144.51,122.78,141.57,98.0,18.0,Up,,,
282,FACT.NS,SOLD,2023-08-16,414.42,34,"Close < ST(15,3) (T-1)",58.95,39.01,44.82,305.4,99.0,429.64,Up,-13.54,-2207.19,16.0
283,FACT.NS,BOUGHT,2023-07-31,479.33,34,Entry,58.95,39.01,44.82,305.4,99.0,429.64,Up,,,
284,JINDALSAW.NS,SOLD,2023-07-31,162.01,169,"Close < ST(15,3) (T-1)",68.58,33.73,119.75,127.43,99.0,87.87,Up,65.13,10798.72,66.0
285,MAZDOCK.NS,BOUGHT,2023-07-05,644.86,25,Entry,71.57,96.37,60.48,192.32,99.0,567.59,Up,,,
286,PGEL.NS,SOLD,2023-07-05,154.88,121,"Close < ST(15,3) (T-1)",64.19,37.19,56.79,95.84,99.0,117.82,Up,13.13,2174.44,127.0
287,JINDALSAW.NS,BOUGHT,2023-05-26,98.11,169,Entry,68.58,33.73,119.75,127.43,99.0,87.87,Up,,,
288,FINCABLES.NS,SOLD,2023-05-26,845.75,23,"Close < ST(15,3) (T-1)",70.94,27.71,56.51,89.09,97.0,634.31,Up,20.05,3248.64,86.0
289,NEULANDLAB.NS,BOUGHT,2023-05-25,2718.58,6,Entry,67.61,64.84,51.96,139.58,99.0,2590.02,Up,,,
290,KIRLOSENG.NS,SOLD,2023-05-25,388.15,45,"Close < ST(15,3) (T-1)",61.11,7.74,37.07,138.77,99.0,344.67,Up,5.81,959.6,72.0
291,ANANTRAJ.NS,BOUGHT,2023-05-23,145.22,114,Entry,58.08,37.84,26.78,112.73,98.0,131.87,Up,,,
292,FACT.NS,SOLD,2023-05-23,302.18,51,"Close < ST(15,3) (T-1)",55.39,11.03,161.12,180.1,99.0,304.16,Up,-6.39,-1051.85,13.0
293,TITAGARH.NS,BOUGHT,2023-05-11,342.4,48,Entry,66.97,63.58,110.81,159.66,99.0,307.49,Up,,,
294,UCOBANK.NS,SOLD,2023-05-11,27.16,595,"Close < ST(15,3) (T-1)",60.51,-10.63,128.4,146.67,99.0,24.68,Up,-2.95,-491.32,15.0
295,FACT.NS,BOUGHT,2023-05-10,322.81,51,Entry,55.39,11.03,161.12,180.1,99.0,304.16,Up,,,
296,APARINDS.NS,SOLD,2023-05-10,2589.29,7,"Close < ST(15,3) (T-1)",64.21,55.86,89.08,274.42,99.0,2051.22,Up,13.0,2085.22,77.0
297,UCOBANK.NS,BOUGHT,2023-04-26,27.99,595,Entry,60.51,-10.63,128.4,146.67,99.0,24.68,Up,,,
298,ZENTEC.NS,SOLD,2023-04-26,285.86,56,"Close < ST(15,3) (T-1)",60.99,56.45,54.29,68.95,98.0,269.8,Up,-3.9,-650.52,28.0
299,ZENTEC.NS,BOUGHT,2023-03-29,297.48,56,Entry,60.99,56.45,54.29,68.95,98.0,269.8,Up,,,
300,JSL.NS,SOLD,2023-03-29,282.58,65,"Close < ST(15,3) (T-1)",73.5,84.66,114.13,34.85,98.0,227.25,Up,11.05,1827.41,63.0
301,USHAMART.NS,BOUGHT,2023-03-17,213.06,78,Entry,68.12,58.07,56.13,95.85,99.0,187.05,Up,,,
302,JINDALSAW.NS,SOLD,2023-03-17,77.56,225,"Close < ST(15,3) (T-1)",69.22,64.32,70.06,75.69,98.0,66.08,Up,5.0,830.87,25.0
303,KIRLOSENG.NS,BOUGHT,2023-03-14,366.82,45,Entry,61.11,7.74,37.07,138.77,99.0,344.67,Up,,,
304,PNBHOUSING.NS,SOLD,2023-03-14,422.88,33,Stoploss 15%,60.1,33.32,71.73,77.66,97.0,438.64,Up,-15.85,-2627.67,13.0
305,FINCABLES.NS,BOUGHT,2023-03-01,704.5,23,Entry,70.94,27.71,56.51,89.09,97.0,634.31,Up,,,
306,PNBHOUSING.NS,BOUGHT,2023-03-01,502.51,33,Entry,60.1,33.32,71.73,77.66,97.0,438.64,Up,,,
307,CGPOWER.NS,SOLD,2023-03-01,298.5,53,"Close < ST(15,3) (T-1)",64.44,21.92,37.97,76.56,96.0,287.29,Up,-3.57,-585.12,23.0
308,GRAVITA.NS,SOLD,2023-03-01,452.72,33,"Close < ST(15,3) (T-1)",60.0,36.75,64.39,64.66,96.0,458.24,Up,-9.03,-1483.38,23.0
309,PGEL.NS,BOUGHT,2023-02-28,136.91,121,Entry,64.19,37.19,56.79,95.84,99.0,117.82,Up,,,
310,INDIANB.NS,SOLD,2023-02-28,258.3,56,"Close < ST(15,3) (T-1)",55.32,46.69,96.47,90.95,97.0,269.05,Up,-11.98,-1968.85,63.0
311,APARINDS.NS,BOUGHT,2023-02-22,2291.4,7,Entry,64.21,55.86,89.08,274.42,99.0,2051.22,Up,,,
312,DATAPATTNS.NS,SOLD,2023-02-22,1253.7,11,"Close < ST(15,3) (T-1)",58.81,2.23,68.52,103.47,97.0,1292.21,Up,-11.5,-1791.32,8.0
313,JINDALSAW.NS,BOUGHT,2023-02-20,73.87,225,Entry,69.22,64.32,70.06,75.69,98.0,66.08,Up,,,
314,KARURVYSYA.NS,SOLD,2023-02-20,83.29,187,"Close < ST(15,3) (T-1)",57.43,33.17,141.86,135.6,99.0,83.8,Up,-6.44,-1072.72,59.0
315,DATAPATTNS.NS,BOUGHT,2023-02-14,1416.55,11,Entry,58.81,2.23,68.52,103.47,97.0,1292.21,Up,,,
316,RVNL.NS,SOLD,2023-02-14,68.85,215,"Close < ST(15,3) (T-1)",61.5,103.17,150.16,120.37,99.0,69.34,Up,-10.79,-1790.95,28.0
317,CGPOWER.NS,BOUGHT,2023-02-06,309.54,53,Entry,64.44,21.92,37.97,76.56,96.0,287.29,Up,,,
318,GRAVITA.NS,BOUGHT,2023-02-06,497.68,33,Entry,60.0,36.75,64.39,64.66,96.0,458.24,Up,,,
319,JWL.NS,SOLD,2023-02-06,99.8,149,"Close < ST(15,3) (T-1)",71.24,44.07,83.24,91.04,98.0,95.26,Up,-10.74,-1789.15,13.0
320,TITAGARH.NS,SOLD,2023-02-06,192.33,79,"Close < ST(15,3) (T-1)",58.43,42.13,111.01,104.94,98.0,182.01,Up,-7.99,-1319.81,40.0
321,JSL.NS,BOUGHT,2023-01-25,254.47,65,Entry,73.5,84.66,114.13,34.85,98.0,227.25,Up,,,
322,BANKINDIA.NS,SOLD,2023-01-25,84.82,174,"Close < ST(15,3) (T-1)",58.85,101.17,103.98,80.84,98.0,81.67,Up,-11.16,-1853.32,13.0
323,JWL.NS,BOUGHT,2023-01-24,111.81,149,Entry,71.24,44.07,83.24,91.04,98.0,95.26,Up,,,
324,APARINDS.NS,SOLD,2023-01-24,1567.08,17,"Close < ST(15,3) (T-1)",65.3,38.09,23.72,36.19,96.0,838.05,Up,68.57,10836.65,215.0
325,RVNL.NS,BOUGHT,2023-01-17,77.18,215,Entry,61.5,103.17,150.16,120.37,99.0,69.34,Up,,,
326,FACT.NS,SOLD,2023-01-17,303.48,46,"Close < ST(15,3) (T-1)",67.57,186.72,269.58,155.21,99.0,307.18,Up,-14.48,-2363.96,8.0
327,BANKINDIA.NS,BOUGHT,2023-01-12,95.47,174,Entry,58.85,101.17,103.98,80.84,98.0,81.67,Up,,,
328,VBL.NS,SOLD,2023-01-12,244.76,60,"Close < ST(15,3) (T-1)",63.05,22.78,86.89,119.53,98.0,249.37,Up,-10.79,-1776.3,20.0
329,FACT.NS,BOUGHT,2023-01-09,354.87,46,Entry,67.57,186.72,269.58,155.21,99.0,307.18,Up,,,
330,GESHIP.NS,SOLD,2023-01-09,647.89,23,"Close < ST(15,3) (T-1)",64.28,34.3,91.73,110.83,98.0,648.64,Up,-8.56,-1394.51,17.0
331,TITAGARH.NS,BOUGHT,2022-12-28,209.04,79,Entry,58.43,42.13,111.01,104.94,98.0,182.01,Up,,,
332,INDIANB.NS,BOUGHT,2022-12-27,293.46,56,Entry,55.32,46.69,96.47,90.95,97.0,269.05,Up,,,
333,KALYANKJIL.NS,SOLD,2022-12-26,107.46,135,"Close < ST(15,3) (T-1)",61.71,30.97,114.99,101.4,97.0,115.73,Up,-12.32,-2038.47,3.0
334,UCOBANK.NS,SOLD,2022-12-26,28.21,487,"Close < ST(15,3) (T-1)",70.76,156.85,200.47,168.78,99.0,30.78,Up,-17.45,-2903.37,4.0
335,GESHIP.NS,BOUGHT,2022-12-23,708.52,23,Entry,64.28,34.3,91.73,110.83,98.0,648.64,Up,,,
336,KALYANKJIL.NS,BOUGHT,2022-12-23,122.56,135,Entry,61.71,30.97,114.99,101.4,97.0,115.73,Up,,,
337,KARURVYSYA.NS,BOUGHT,2022-12-23,89.03,187,Entry,57.43,33.17,141.86,135.6,99.0,83.8,Up,,,
338,VBL.NS,BOUGHT,2022-12-23,274.36,60,Entry,63.05,22.78,86.89,119.53,98.0,249.37,Up,,,
339,BLS.NS,SOLD,2022-12-23,165.52,120,"Close < ST(15,3) (T-1)",57.57,29.3,137.44,160.77,99.0,127.93,Up,19.8,3282.7,94.0
340,GRSE.NS,SOLD,2022-12-23,440.09,32,"Close < ST(15,3) (T-1)",59.27,70.48,93.62,132.75,99.0,448.75,Up,-14.8,-2445.8,22.0
341,MAZDOCK.NS,SOLD,2022-12-23,392.45,42,"Close < ST(15,3) (T-1)",73.56,178.51,180.68,188.86,99.0,354.07,Up,0.77,126.65,42.0
342,TARIL.NS,SOLD,2022-12-23,26.37,620,"Close < ST(15,3) (T-1)",63.31,83.85,69.71,75.33,99.0,23.24,Up,-1.83,-304.5,84.0
343,UCOBANK.NS,BOUGHT,2022-12-22,34.17,487,Entry,70.76,156.85,200.47,168.78,99.0,30.78,Up,,,
344,HSCL.NS,SOLD,2022-12-22,93.53,162,"Close < ST(15,3) (T-1)",56.15,62.01,24.15,127.13,96.0,93.39,Up,-8.67,-1438.48,76.0
345,GRSE.NS,BOUGHT,2022-12-01,516.52,32,Entry,59.27,70.48,93.62,132.75,99.0,448.75,Up,,,
346,PGEL.NS,SOLD,2022-12-01,97.82,182,"Close < ST(15,3) (T-1)",61.61,34.2,42.87,159.18,98.0,77.6,Up,7.08,1177.34,169.0
347,MAZDOCK.NS,BOUGHT,2022-11-11,389.44,42,Entry,73.56,178.51,180.68,188.86,99.0,354.07,Up,,,
348,TIINDIA.NS,SOLD,2022-11-11,2638.74,6,"Close < ST(15,3) (T-1)",61.84,68.2,65.83,61.31,96.0,2494.56,Up,-3.16,-516.4,45.0
349,HSCL.NS,BOUGHT,2022-10-07,102.41,162,Entry,56.15,62.01,24.15,127.13,96.0,93.39,Up,,,
350,ATGL.NS,SOLD,2022-10-04,3166.09,4,"Close < ST(15,3) (T-1)",71.9,47.36,98.68,107.05,99.0,3102.72,Up,-6.31,-852.29,41.0
351,TARIL.NS,BOUGHT,2022-09-30,26.86,620,Entry,63.31,83.85,69.71,75.33,99.0,23.24,Up,,,
352,ADANIENT.NS,SOLD,2022-09-30,3430.71,4,"Close < ST(15,3) (T-1)",60.22,65.92,95.67,116.28,99.0,3536.94,Up,-5.07,-733.08,3.0
353,ADANIENT.NS,BOUGHT,2022-09-27,3613.98,4,Entry,60.22,65.92,95.67,116.28,99.0,3536.94,Up,,,
354,TIINDIA.NS,BOUGHT,2022-09-27,2724.81,6,Entry,61.84,68.2,65.83,61.31,96.0,2494.56,Up,,,
355,ELECON.NS,SOLD,2022-09-27,162.68,136,"Close < ST(15,3) (T-1)",62.14,59.36,23.79,38.69,98.0,107.57,Up,32.76,5460.11,102.0
356,MAHSEAMLES.NS,SOLD,2022-09-27,370.64,52,"Close < ST(15,3) (T-1)",59.23,12.7,26.1,100.17,98.0,291.48,Up,17.26,2837.38,88.0
357,BLS.NS,BOUGHT,2022-09-20,138.16,120,Entry,57.57,29.3,137.44,160.77,99.0,127.93,Up,,,
358,SCHAEFFLER.NS,SOLD,2022-09-20,3398.92,7,"Close < ST(15,3) (T-1)",62.27,19.99,32.88,54.43,97.0,2100.89,Up,44.87,7369.23,76.0
359,ATGL.NS,BOUGHT,2022-08-24,3379.16,4,Entry,71.9,47.36,98.68,107.05,99.0,3102.72,Up,,,
360,BLS.NS,SOLD,2022-08-24,111.91,170,"Close < ST(15,3) (T-1)",66.48,69.66,82.06,155.36,99.0,84.97,Up,14.62,2427.07,91.0
361,SCHAEFFLER.NS,BOUGHT,2022-07-06,2346.17,7,Entry,62.27,19.99,32.88,54.43,97.0,2100.89,Up,,,
362,ELGIEQUIP.NS,SOLD,2022-07-04,346.96,42,"Close < ST(15,3) (T-1)",59.5,28.51,21.11,95.59,98.0,347.85,Up,-11.39,-1872.84,14.0
363,MAHSEAMLES.NS,BOUGHT,2022-07-01,316.07,52,Entry,59.23,12.7,26.1,100.17,98.0,291.48,Up,,,
364,BDL.NS,SOLD,2022-07-01,336.81,43,"Close < ST(15,3) (T-1)",55.96,61.26,87.86,97.55,99.0,324.9,Up,-11.65,-1909.81,35.0
365,APARINDS.NS,BOUGHT,2022-06-23,929.62,17,Entry,65.3,38.09,23.72,36.19,96.0,838.05,Up,,,
366,HAL.NS,SOLD,2022-06-21,875.1,17,"Close < ST(15,3) (T-1)",60.93,29.86,47.58,34.66,97.0,872.44,Up,-8.34,-1354.01,1.0
367,ELGIEQUIP.NS,BOUGHT,2022-06-20,391.55,42,Entry,59.5,28.51,21.11,95.59,98.0,347.85,Up,,,
368,HAL.NS,BOUGHT,2022-06-20,954.75,17,Entry,60.93,29.86,47.58,34.66,97.0,872.44,Up,,,
369,CREDITACC.NS,SOLD,2022-06-20,914.26,15,Stoploss 15%,64.24,53.9,111.27,61.4,97.0,914.59,Up,-15.85,-2582.24,14.0
370,TATAELXSI.NS,SOLD,2022-06-20,7257.38,1,Stoploss 15%,59.31,21.84,32.34,79.36,96.0,7483.94,Up,-15.85,-1366.52,26.0
371,ELECON.NS,BOUGHT,2022-06-17,122.53,136,Entry,62.14,59.36,23.79,38.69,98.0,107.57,Up,,,
372,JWL.NS,SOLD,2022-06-17,50.36,278,Stoploss 15%,57.77,46.63,74.81,94.53,99.0,49.86,Up,-15.85,-2636.37,18.0
373,PGEL.NS,BOUGHT,2022-06-15,91.35,182,Entry,61.61,34.2,42.87,159.18,98.0,77.6,Up,,,
374,MRPL.NS,SOLD,2022-06-15,100.5,220,"Close < ST(15,3) (T-1)",67.82,56.5,51.42,68.13,97.0,66.7,Up,32.88,5471.13,35.0
375,CREDITACC.NS,BOUGHT,2022-06-06,1086.4,15,Entry,64.24,53.9,111.27,61.4,97.0,914.59,Up,,,
376,ADANIPOWER.NS,SOLD,2022-06-06,56.72,268,"Close < ST(15,3) (T-1)",64.61,135.98,202.72,289.62,99.0,55.96,Up,-8.71,-1450.98,12.0
377,JWL.NS,BOUGHT,2022-05-30,59.85,278,Entry,57.77,46.63,74.81,94.53,99.0,49.86,Up,,,
378,CHENNPETRO.NS,SOLD,2022-05-30,268.45,58,"Close < ST(15,3) (T-1)",75.82,156.21,127.54,147.46,99.0,259.0,Up,-5.28,-867.62,21.0
379,BDL.NS,BOUGHT,2022-05-27,381.22,43,Entry,55.96,61.26,87.86,97.55,99.0,324.9,Up,,,
380,ATGL.NS,SOLD,2022-05-26,2218.85,6,"Close < ST(15,3) (T-1)",58.75,38.11,50.73,182.1,98.0,2224.89,Up,-13.18,-2021.19,8.0
381,ADANIPOWER.NS,BOUGHT,2022-05-25,62.13,268,Entry,64.61,135.98,202.72,289.62,99.0,55.96,Up,,,
382,BLS.NS,BOUGHT,2022-05-25,97.64,170,Entry,66.48,69.66,82.06,155.36,99.0,84.97,Up,,,
383,TATAELXSI.NS,BOUGHT,2022-05-25,8623.9,1,Entry,59.31,21.84,32.34,79.36,96.0,7483.94,Up,,,
384,ATGL.NS,BOUGHT,2022-05-18,2555.71,6,Entry,58.75,38.11,50.73,182.1,98.0,2224.89,Up,,,
385,BLS.NS,SOLD,2022-05-13,86.54,186,"Close < ST(15,3) (T-1)",72.34,50.16,67.59,136.92,99.0,80.52,Up,-3.25,-540.31,7.0
386,ADANIPOWER.NS,SOLD,2022-05-12,49.75,346,"Close < ST(15,3) (T-1)",73.03,100.64,109.87,123.75,98.0,42.09,Up,3.43,571.14,21.0
387,MRPL.NS,BOUGHT,2022-05-11,75.63,220,Entry,67.82,56.5,51.42,68.13,97.0,66.7,Up,,,
388,ADANIGREEN.NS,SOLD,2022-05-11,2522.32,5,"Close < ST(15,3) (T-1)",68.2,49.45,144.32,205.96,99.0,2487.63,Up,-12.25,-1759.87,9.0
389,SWANCORP.NS,SOLD,2022-05-11,273.72,53,"Close < ST(15,3) (T-1)",74.81,89.33,150.0,81.01,98.0,282.1,Up,-12.14,-2004.75,5.0
390,CHENNPETRO.NS,BOUGHT,2022-05-09,283.41,58,Entry,75.82,156.21,127.54,147.46,99.0,259.0,Up,,,
391,RHIM.NS,SOLD,2022-05-09,556.16,31,"Close < ST(15,3) (T-1)",58.84,49.39,43.72,70.29,94.0,480.61,Up,3.63,604.04,55.0
392,TRIVENI.NS,SOLD,2022-05-09,286.66,53,"Close < ST(15,3) (T-1)",57.22,39.44,77.55,53.65,97.0,280.95,Up,-8.58,-1425.73,38.0
393,BLS.NS,BOUGHT,2022-05-06,89.44,186,Entry,72.34,50.16,67.59,136.92,99.0,80.52,Up,,,
394,SWANCORP.NS,BOUGHT,2022-05-06,311.55,53,Entry,74.81,89.33,150.0,81.01,98.0,282.1,Up,,,
395,ANGELONE.NS,SOLD,2022-05-06,152.14,106,"Close < ST(15,3) (T-1)",61.1,32.98,24.06,87.77,98.0,142.16,Up,-2.85,-472.62,38.0
396,USHAMART.NS,SOLD,2022-05-06,128.6,117,"Close < ST(15,3) (T-1)",69.42,46.68,57.74,155.52,98.0,123.48,Up,-9.47,-1574.0,17.0
397,ADANIGREEN.NS,BOUGHT,2022-05-02,2874.3,5,Entry,68.2,49.45,144.32,205.96,99.0,2487.63,Up,,,
398,GMDCLTD.NS,SOLD,2022-05-02,178.6,120,"Close < ST(15,3) (T-1)",61.69,107.59,118.82,84.29,97.0,119.18,Up,29.25,4849.8,70.0
399,ADANIPOWER.NS,BOUGHT,2022-04-21,48.1,346,Entry,73.03,100.64,109.87,123.75,98.0,42.09,Up,,,
400,BSE.NS,SOLD,2022-04-21,282.25,55,"Close < ST(15,3) (T-1)",56.78,42.42,123.98,197.89,99.0,281.99,Up,-5.17,-846.03,23.0
401,USHAMART.NS,BOUGHT,2022-04-19,142.06,117,Entry,69.42,46.68,57.74,155.52,98.0,123.48,Up,,,
402,TATAELXSI.NS,SOLD,2022-04-19,7904.28,2,"Close < ST(15,3) (T-1)",58.62,22.06,45.47,88.83,95.0,6366.42,Up,9.78,1408.92,35.0
403,TRIVENI.NS,BOUGHT,2022-04-01,313.56,53,Entry,57.22,39.44,77.55,53.65,97.0,280.95,Up,,,
404,GRAVITA.NS,SOLD,2022-04-01,315.42,52,"Close < ST(15,3) (T-1)",57.03,46.47,76.99,232.76,98.0,289.5,Up,-1.03,-170.07,63.0
405,ANGELONE.NS,BOUGHT,2022-03-29,156.6,106,Entry,61.1,32.98,24.06,87.77,98.0,142.16,Up,,,
406,BSE.NS,BOUGHT,2022-03-29,297.63,55,Entry,56.78,42.42,123.98,197.89,99.0,281.99,Up,,,
407,DBREALTY.NS,SOLD,2022-03-29,90.54,167,"Close < ST(15,3) (T-1)",55.75,135.55,324.19,394.55,99.0,88.08,Up,-9.13,-1519.83,21.0
408,DEEPAKFERT.NS,SOLD,2022-03-29,521.38,28,"Close < ST(15,3) (T-1)",56.16,56.05,41.74,102.92,97.0,518.87,Up,-9.76,-1579.05,25.0
409,RHIM.NS,BOUGHT,2022-03-15,536.67,31,Entry,58.84,49.39,43.72,70.29,94.0,480.61,Up,,,
410,TATAELXSI.NS,BOUGHT,2022-03-15,7199.82,2,Entry,58.62,22.06,45.47,88.83,95.0,6366.42,Up,,,
